序号,实体名,中文名,工业用途分类,软件模块分类,EXPRESS schema,说明链接
246,comparison_greater_equal,比较大于相等,表达式 / 数学 / 矩阵,2D 绘图 / 草图（2D drafting & sketch） / 表达式 / 数学 / 矩阵,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
247,comparison_less,比较小于,表达式 / 数学 / 矩阵,2D 绘图 / 草图（2D drafting & sketch） / 表达式 / 数学 / 矩阵,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
248,comparison_less_equal,比较小于相等,表达式 / 数学 / 矩阵,2D 绘图 / 草图（2D drafting & sketch） / 表达式 / 数学 / 矩阵,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
249,comparison_not_equal,不等于比较,表达式 / 数学 / 矩阵,2D 绘图 / 草图（2D drafting & sketch） / 表达式 / 数学 / 矩阵,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
250,complex_number_literal,复合编号字面量,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
251,complex_number_literal_polar,复合编号字面量极坐标,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
252,complex_triangulated_face,复合三角剖分面,几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid）,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.complex_triangulated_face
253,complex_triangulated_surface_set,复合三角剖分曲面集合,几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid）,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.complex_triangulated_surface_set
254,composite_curve,组合曲线,几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid）,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.composite_curve
255,composite_curve_on_surface,曲面上的组合曲线,几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid）,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.composite_curve_on_surface
256,composite_curve_segment,组合曲线段,几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid）,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.composite_curve_segment
257,composite_group_shape_aspect,组合组形状要素,产品 / 配置 / 数据管理（PDM） / 特征 / 加工特征,数据管理 / 配置（PDM & configuration）,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.composite_group_shape_aspect
258,composite_hole,组合孔,特征 / 加工特征,其他 / 通用基础,machining_feature_schema,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_features/sys/5_schema.htm#machining_feature_schema.composite_hole
259,composite_shape_aspect,组合形状要素,特征 / 加工特征,其他 / 通用基础,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.composite_shape_aspect
260,composite_text,复合文本,制图 / 标注 / 工程图,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation）,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.composite_text
261,composite_text_with_associated_curves,带关联曲线的复合文本,几何 / 拓扑 / 实体造型 / 制图 / 标注 / 工程图,2D 绘图 / 草图（2D drafting & sketch） / 3D 建模 / 实体造型（3D modeling & solid） / 制图 / 工程图（drawing & annotation）,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.composite_text_with_associated_curves
262,composite_text_with_blanking_box,带冲裁盒的复合文本,制图 / 标注 / 工程图,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation）,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.composite_text_with_blanking_box
263,composite_text_with_delineation,带轮廓线的复合文本,制图 / 标注 / 工程图,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation）,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.composite_text_with_delineation
264,composite_text_with_extent,带范围的复合文本,制图 / 标注 / 工程图,2D 绘图 / 草图（2D drafting & sketch） / 制图 / 工程图（drawing & annotation）,presentation_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/5_schema.htm#presentation_definition_schema.composite_text_with_extent
265,composite_unit_shape_aspect,组合单位形状要素,特征 / 加工特征,其他 / 通用基础,shape_composition_mim,https://www.steptools.com/stds/smrl/data/modules/shape_composition/sys/5_mim.htm#shape_composition_mim.composite_unit_shape_aspect
266,compound_feature,复合特征,特征 / 加工特征,其他 / 通用基础,machining_feature_schema,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_features/sys/5_schema.htm#machining_feature_schema.compound_feature
267,compound_representation_item,复合表示项,渲染 / 外观 / 可视化 / 几何 / 拓扑 / 实体造型,渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework）,representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/representation_structures/sys/4_schema.htm#representation_schema.compound_representation_item
268,compound_shape_representation,复合形状表示,渲染 / 外观 / 可视化 / 几何 / 拓扑 / 实体造型,3D 建模 / 实体造型（3D modeling & solid） / 渲染 / 可视化（rendering & visualization） / 元模型 / 表示框架（representation framework）,compound_shape_representation_mim,https://www.steptools.com/stds/smrl/data/modules/compound_shape_representation/sys/5_mim.htm#compound_shape_representation_mim.compound_shape_representation
269,concat_expression,连接表达式,表达式 / 数学 / 矩阵,其他 / 通用基础,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
270,concentricity_tolerance,同轴度公差,公差 / 尺寸 / 基准（PMI）,检测 / PMI（inspection & tolerance）,shape_tolerance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/6_schema.htm#shape_tolerance_schema.concentricity_tolerance
271,concept_feature_operator,概念特征运算符,产品 / 配置 / 数据管理（PDM） / 表达式 / 数学 / 矩阵 / 特征 / 加工特征,数据管理 / 配置（PDM & configuration）,product_concept_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/5_schema.htm#product_concept_schema.concept_feature_operator
272,concept_feature_relationship,概念特征关系,产品 / 配置 / 数据管理（PDM） / 特征 / 加工特征,数据管理 / 配置（PDM & configuration）,product_concept_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/5_schema.htm#product_concept_schema.concept_feature_relationship
273,concept_feature_relationship_with_condition,带条件的概念特征关系,产品 / 配置 / 数据管理（PDM） / 特征 / 加工特征,数据管理 / 配置（PDM & configuration）,product_concept_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/5_schema.htm#product_concept_schema.concept_feature_relationship_with_condition
274,concurrent_action_method,并发动作方法,NC / 数控加工（CAM） / 电力 / 物理量 / 计量单位 / 产品 / 配置 / 数据管理（PDM）,制造 / 工艺规划（CAM & process planning） / 数据管理 / 配置（PDM & configuration）,,https://www.steptools.com/stds/smrl/data/resource_docs/process_structure_and_properties/ISO_10303-49_1998.pdf
275,conditional_concept_feature,条件概念特征,产品 / 配置 / 数据管理（PDM） / 特征 / 加工特征,数据管理 / 配置（PDM & configuration）,product_concept_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/5_schema.htm#product_concept_schema.conditional_concept_feature
276,conductance_measure_with_unit,带单位的电导值,电力 / 物理量 / 计量单位,检测 / PMI（inspection & tolerance）,measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/19_schema.htm#measure_schema.conductance_measure_with_unit
277,conductance_unit,电导单位,电力 / 物理量 / 计量单位,其他 / 通用基础,measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/19_schema.htm#measure_schema.conductance_unit
278,configurable_item,可配置项,产品 / 配置 / 数据管理（PDM）,元模型 / 表示框架（representation framework） / 2D 绘图 / 草图（2D drafting & sketch） / 数据管理 / 配置（PDM & configuration）,configuration_management_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/6_schema.htm#configuration_management_schema.configurable_item
279,configuration_design,配置设计,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration）,configuration_management_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/6_schema.htm#configuration_management_schema.configuration_design
280,configuration_effectivity,配置有效性,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration） / 有效性 / 版本（effectivity & versioning）,configuration_management_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/6_schema.htm#configuration_management_schema.configuration_effectivity
281,configuration_item,配置项,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration） / 元模型 / 表示框架（representation framework）,configuration_management_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/6_schema.htm#configuration_management_schema.configuration_item
282,configuration_item_hierarchical_relationship,配置项层次关系,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration）,configuration_item_mim,https://www.steptools.com/stds/smrl/data/modules/configuration_item/sys/5_mim.htm#configuration_item_mim.configuration_item_hierarchical_relationship
283,configuration_item_relationship,配置项关系,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration）,configuration_management_schema,https://www.steptools.com/stds/smrl/data/resource_docs/product_structure_configuration/sys/6_schema.htm#configuration_management_schema.configuration_item_relationship
284,configuration_item_revision_sequence,配置项修订序列,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration） / 有效性 / 版本（effectivity & versioning）,configuration_item_mim,https://www.steptools.com/stds/smrl/data/modules/configuration_item/sys/5_mim.htm#configuration_item_mim.configuration_item_revision_sequence
285,configured_effectivity_assignment,已配置有效性赋值,产品 / 配置 / 数据管理（PDM）,数据管理 / 配置（PDM & configuration） / 有效性 / 版本（effectivity & versioning）,specification_based_configuration_mim,https://www.steptools.com/stds/smrl/data/modules/specification_based_configuration/sys/5_mim.htm#specification_based_configuration_mim.configured_effectivity_assignment
