中文名,英文名,概念名,模块,来源,引用次数,官方定义链接
顶点,Vertex,vertex,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.vertex
顶点环,Vertex_loop,vertex_loop,elemental_topology,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elemental_topology/sys/4_info_reqs.htm#elemental_topology_arm.vertex_loop
基本边界表示形状表示,Elementary_brep_shape_representation,elementary_brep_shape_representation,elementary_boundary_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_boundary_representation/sys/4_info_reqs.htm#elementary_boundary_representation_arm.elementary_brep_shape_representation
绝对值函数,Abs_function,abs_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.abs_function
反余弦函数,Acos_function,acos_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.acos_function
反正弦函数,Asin_function,asin_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.asin_function
反正切函数,Atan_function,atan_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.atan_function
二元函数调用,Binary_function_call,binary_function_call,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.binary_function_call
余弦函数,Cos_function,cos_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.cos_function
指数函数,Exp_function,exp_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.exp_function
整数定义函数,Integer_defined_function,integer_defined_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.integer_defined_function
常用对数函数,Log10_function,log10_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.log10_function
底2对数函数,Log2_function,log2_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.log2_function
对数函数,Log_function,log_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.log_function
最大函数,Maximum_function,maximum_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.maximum_function
最小函数,Minimum_function,minimum_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.minimum_function
减法函数,Minus_function,minus_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.minus_function
数值定义函数,Numeric_defined_function,numeric_defined_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.numeric_defined_function
实数定义函数,Real_defined_function,real_defined_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.real_defined_function
正弦函数,Sin_function,sin_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.sin_function
方形根函数,Square_root_function,square_root_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.square_root_function
正切函数,Tan_function,tan_function,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.tan_function
一元函数调用,Unary_function_call,unary_function_call,elementary_function,ap242,0,https://www.steptools.com/stds/smrl/data/modules/elementary_function/sys/4_info_reqs.htm#elementary_function_arm.unary_function_call
事件,Event,event,event,ap242,3,https://www.steptools.com/stds/smrl/data/modules/event/sys/4_info_reqs.htm#event_arm.event
事件关系,Event_relationship,event_relationship,event,ap242,1,https://www.steptools.com/stds/smrl/data/modules/event/sys/4_info_reqs.htm#event_arm.event_relationship
相对事件,Relative_event,relative_event,event,ap242,0,https://www.steptools.com/stds/smrl/data/modules/event/sys/4_info_reqs.htm#event_arm.relative_event
事件赋值,Event_assignment,event_assignment,event_assignment,ap242,2,https://www.steptools.com/stds/smrl/data/modules/event_assignment/sys/4_info_reqs.htm#event_assignment_arm.event_assignment
连接表达式,Concat_expression,concat_expression,expression,ap242,1,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.concat_expression
格式函数,Format_function,format_function,expression,ap242,1,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.format_function
索引表达式,Index_expression,index_expression,expression,ap242,1,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.index_expression
类似表达式,Like_expression,like_expression,expression,ap242,0,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.like_expression
简单字符串表达式,Simple_string_expression,simple_string_expression,expression,ap242,1,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.simple_string_expression
SQL可映射定义函数,Sql_mappable_defined_function,sql_mappable_defined_function,expression,ap242,0,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.sql_mappable_defined_function
字符串定义函数,String_defined_function,string_defined_function,expression,ap242,0,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.string_defined_function
字符串表达式,String_expression,string_expression,expression,ap242,0,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.string_expression
字符串字面量,String_literal,string_literal,expression,ap242,0,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.string_literal
字符串变量,String_variable,string_variable,expression,ap242,1,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.string_variable
子串表达式,Substring_expression,substring_expression,expression,ap242,1,https://www.steptools.com/stds/smrl/data/modules/expression/sys/4_info_reqs.htm#expression_arm.substring_expression
详细几何模型元素关系,Detailed_geometric_model_element_relationship,detailed_geometric_model_element_relationship,extended_basic_geometry,ap242,0,https://www.steptools.com/stds/smrl/data/modules/extended_basic_geometry/sys/4_info_reqs.htm#extended_basic_geometry_arm.detailed_geometric_model_element_relationship
几何模型元素关系,Geometric_model_element_relationship,geometric_model_element_relationship,extended_basic_geometry,ap242,1,https://www.steptools.com/stds/smrl/data/modules/extended_basic_geometry/sys/4_info_reqs.htm#extended_basic_geometry_arm.geometric_model_element_relationship
向量,Vector,vector,extended_basic_geometry,ap242,3,https://www.steptools.com/stds/smrl/data/modules/extended_basic_geometry/sys/4_info_reqs.htm#extended_basic_geometry_arm.vector
日期,Date,date,extended_date,ap242,1,https://www.steptools.com/stds/smrl/data/modules/extended_date/sys/4_info_reqs.htm#extended_date_arm.date
序数日期,Ordinal_date,ordinal_date,extended_date,ap242,1,https://www.steptools.com/stds/smrl/data/modules/extended_date/sys/4_info_reqs.htm#extended_date_arm.ordinal_date
周的年与日日期,Week_of_year_and_day_date,week_of_year_and_day_date,extended_date,ap242,0,https://www.steptools.com/stds/smrl/data/modules/extended_date/sys/4_info_reqs.htm#extended_date_arm.week_of_year_and_day_date
年月,Year_month,year_month,extended_date,ap242,1,https://www.steptools.com/stds/smrl/data/modules/extended_date/sys/4_info_reqs.htm#extended_date_arm.year_month
量项带精度,Measure_item_with_precision,measure_item_with_precision,extended_measure_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/extended_measure_representation/sys/4_info_reqs.htm#extended_measure_representation_arm.measure_item_with_precision
值极限,Value_limit,value_limit,extended_measure_representation,ap242,2,https://www.steptools.com/stds/smrl/data/modules/extended_measure_representation/sys/4_info_reqs.htm#extended_measure_representation_arm.value_limit
值列表,Value_list,value_list,extended_measure_representation,ap242,2,https://www.steptools.com/stds/smrl/data/modules/extended_measure_representation/sys/4_info_reqs.htm#extended_measure_representation_arm.value_list
值范围,Value_range,value_range,extended_measure_representation,ap242,2,https://www.steptools.com/stds/smrl/data/modules/extended_measure_representation/sys/4_info_reqs.htm#extended_measure_representation_arm.value_range
值范围带全局单位,Value_range_with_global_unit,value_range_with_global_unit,extended_measure_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/extended_measure_representation/sys/4_info_reqs.htm#extended_measure_representation_arm.value_range_with_global_unit
值集合,Value_set,value_set,extended_measure_representation,ap242,2,https://www.steptools.com/stds/smrl/data/modules/extended_measure_representation/sys/4_info_reqs.htm#extended_measure_representation_arm.value_set
值带公差,Value_with_tolerances,value_with_tolerances,extended_measure_representation,ap242,0,https://www.steptools.com/stds/smrl/data/modules/extended_measure_representation/sys/4_info_reqs.htm#extended_measure_representation_arm.value_with_tolerances
外部类,External_class,external_class,external_class,ap242,1,https://www.steptools.com/stds/smrl/data/modules/external_class/sys/4_info_reqs.htm#external_class_arm.external_class
外部类库,External_class_library,external_class_library,external_class,ap242,2,https://www.steptools.com/stds/smrl/data/modules/external_class/sys/4_info_reqs.htm#external_class_arm.external_class_library
外部项标识,External_item_identification,external_item_identification,external_item_identification_assignment,ap242,5,https://www.steptools.com/stds/smrl/data/modules/external_item_identification_assignment/sys/4_info_reqs.htm#external_item_identification_assignment_arm.external_item_identification
外部项标识关系,External_item_identification_relationship,external_item_identification_relationship,external_item_identification_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_item_identification_assignment/sys/4_info_reqs.htm#external_item_identification_assignment_arm.external_item_identification_relationship
外部源标识,External_source_identification,external_source_identification,external_item_identification_assignment,ap242,13,https://www.steptools.com/stds/smrl/data/modules/external_item_identification_assignment/sys/4_info_reqs.htm#external_item_identification_assignment_arm.external_source_identification
ISO 159264RDL,Iso15926_4_rdl,iso15926_4_rdl,external_library,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_library/sys/4_info_reqs.htm#external_library_arm.iso15926_4_rdl
已知源,Known_source,known_source,external_library,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_library/sys/4_info_reqs.htm#external_library_arm.known_source
OTD目录,Otd_catalogue,otd_catalogue,external_library,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_library/sys/4_info_reqs.htm#external_library_arm.otd_catalogue
OTD字典,Otd_dictionary,otd_dictionary,external_library,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_library/sys/4_info_reqs.htm#external_library_arm.otd_dictionary
PLIB字典,Plib_dictionary,plib_dictionary,external_library,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_library/sys/4_info_reqs.htm#external_library_arm.plib_dictionary
PLIB库,Plib_library,plib_library,external_library,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_library/sys/4_info_reqs.htm#external_library_arm.plib_library
用户定义库或字典,User_defined_library_or_dictionary,user_defined_library_or_dictionary,external_library,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_library/sys/4_info_reqs.htm#external_library_arm.user_defined_library_or_dictionary
外部几何模型,External_geometric_model,external_geometric_model,external_model,ap242,1,https://www.steptools.com/stds/smrl/data/modules/external_model/sys/4_info_reqs.htm#external_model_arm.external_geometric_model
外部库属性,External_library_property,external_library_property,external_properties,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_properties/sys/4_info_reqs.htm#external_properties_arm.external_library_property
PLIB属性引用,Plib_property_reference,plib_property_reference,external_properties,ap242,0,https://www.steptools.com/stds/smrl/data/modules/external_properties/sys/4_info_reqs.htm#external_properties_arm.plib_property_reference
