序号,框类型,实体名,中文名,EXPRESS schema,说明链接
646,实体定义框,inductance_measure_with_unit,带单位的电感值,measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/19_schema.htm#measure_schema.inductance_measure_with_unit
647,实体定义框,inductance_unit,电感单位,measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/19_schema.htm#measure_schema.inductance_unit
648,实体定义框,information_right,信息右,information_rights_mim,https://www.steptools.com/stds/smrl/data/modules/information_rights/sys/5_mim.htm#information_rights_mim.information_right
649,实体定义框,information_usage_right,信息用法右,information_rights_mim,https://www.steptools.com/stds/smrl/data/modules/information_rights/sys/5_mim.htm#information_rights_mim.information_usage_right
650,实体定义框,instance_usage_context_assignment,实例用法上下文赋值,specification_control_mim,https://www.steptools.com/stds/smrl/data/modules/specification_control/sys/5_mim.htm#specification_control_mim.instance_usage_context_assignment
651,实体定义框,instanced_feature,实例化特征,shape_aspect_definition_schema,https://www.steptools.com/stds/smrl/data/resource_docs/shape_variation_tolerances/sys/4_schema.htm#shape_aspect_definition_schema.instanced_feature
652,实体定义框,int_literal,整数字面量,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
653,实体定义框,int_numeric_variable,整数数值变量,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
654,实体定义框,int_value_function,整数值函数,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
655,实体定义框,integer_defined_function,整数定义函数,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
656,实体定义框,integer_interval_from_min,以最小值为界的整数区间,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
657,实体定义框,integer_interval_to_max,以最大值为界的整数区间,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
658,实体定义框,integer_representation_item,整数表示项,basic_data_representation_mim,https://www.steptools.com/stds/smrl/data/modules/basic_data_representation/sys/5_mim.htm#basic_data_representation_mim.integer_representation_item
659,实体定义框,integer_tuple_literal,整数元组字面量,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
660,实体定义框,interpolated_configuration_representation,插值配置表示,kinematic_motion_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/8_schema.htm#kinematic_motion_representation_schema.interpolated_configuration_representation
661,实体定义框,interpolated_configuration_segment,插值配置段,kinematic_motion_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/8_schema.htm#kinematic_motion_representation_schema.interpolated_configuration_segment
662,实体定义框,interpolated_configuration_sequence,插值配置序列,kinematic_motion_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/8_schema.htm#kinematic_motion_representation_schema.interpolated_configuration_sequence
663,实体定义框,intersection_curve,相交曲线,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.intersection_curve
664,实体定义框,interval_expression,区间表达式,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
665,实体定义框,invisibility,不可见,presentation_appearance_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/6_schema.htm#presentation_appearance_schema.invisibility
666,实体定义框,item_defined_transformation,项定义变换,representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/representation_structures/sys/4_schema.htm#representation_schema.item_defined_transformation
667,实体定义框,item_identified_representation_usage,项被标识表示用法,product_property_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/23_schema.htm#product_property_representation_schema.item_identified_representation_usage
668,实体定义框,item_link_motion_relationship,项链接运动关系,kinematic_motion_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/8_schema.htm#kinematic_motion_representation_schema.item_link_motion_relationship
669,实体定义框,kinematic_analysis_consistency,运动学分析一致性,kinematic_analysis_control_and_result_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/9_schema.htm#kinematic_analysis_control_and_result_schema.kinematic_analysis_consistency
670,实体定义框,kinematic_analysis_result,运动学分析结果,kinematic_analysis_control_and_result_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/9_schema.htm#kinematic_analysis_control_and_result_schema.kinematic_analysis_result
671,实体定义框,kinematic_control,运动学控制,kinematic_analysis_control_and_result_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/9_schema.htm#kinematic_analysis_control_and_result_schema.kinematic_control
672,实体定义框,kinematic_joint,运动学关节,kinematic_topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/5_schema.htm#kinematic_topology_schema.kinematic_joint
673,实体定义框,kinematic_link,运动连杆,kinematic_topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/5_schema.htm#kinematic_topology_schema.kinematic_link
674,实体定义框,kinematic_link_representation,运动学链接表示,kinematic_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/6_schema.htm#kinematic_structure_schema.kinematic_link_representation
675,实体定义框,kinematic_link_representation_association,运动学链接表示关联,kinematic_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/6_schema.htm#kinematic_structure_schema.kinematic_link_representation_association
676,实体定义框,kinematic_loop,运动学环,kinematic_topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/5_schema.htm#kinematic_topology_schema.kinematic_loop
677,实体定义框,kinematic_pair,运动副,kinematic_structure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/6_schema.htm#kinematic_structure_schema.kinematic_pair
678,实体定义框,kinematic_path,运动学路径,kinematic_motion_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/8_schema.htm#kinematic_motion_representation_schema.kinematic_path
679,实体定义框,kinematic_path_defined_by_curves,由曲线定义的运动学路径,kinematic_motion_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/8_schema.htm#kinematic_motion_representation_schema.kinematic_path_defined_by_curves
680,实体定义框,kinematic_path_defined_by_nodes,由节点定义的运动学路径,kinematic_motion_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/8_schema.htm#kinematic_motion_representation_schema.kinematic_path_defined_by_nodes
681,实体定义框,kinematic_path_segment,运动学路径段,kinematic_motion_representation_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/8_schema.htm#kinematic_motion_representation_schema.kinematic_path_segment
682,实体定义框,kinematic_property_definition_representation,运动学属性定义表示,kinematic_property_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/4_schema.htm#kinematic_property_schema.kinematic_property_definition_representation
683,实体定义框,kinematic_property_mechanism_representation,运动学属性机构表示,kinematic_property_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/4_schema.htm#kinematic_property_schema.kinematic_property_mechanism_representation
684,实体定义框,kinematic_property_topology_representation,运动学属性拓扑表示,kinematic_property_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/4_schema.htm#kinematic_property_schema.kinematic_property_topology_representation
685,实体定义框,kinematic_topology_directed_structure,运动学拓扑有向结构,kinematic_topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/5_schema.htm#kinematic_topology_schema.kinematic_topology_directed_structure
686,实体定义框,kinematic_topology_network_structure,运动学拓扑网络结构,kinematic_topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/5_schema.htm#kinematic_topology_schema.kinematic_topology_network_structure
687,实体定义框,kinematic_topology_structure,运动学拓扑结构,kinematic_topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/5_schema.htm#kinematic_topology_schema.kinematic_topology_structure
688,实体定义框,kinematic_topology_substructure,运动学拓扑子结构,kinematic_topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/5_schema.htm#kinematic_topology_schema.kinematic_topology_substructure
689,实体定义框,kinematic_topology_tree_structure,运动学拓扑树结构,kinematic_topology_schema,https://www.steptools.com/stds/smrl/data/resource_docs/kinematics/sys/5_schema.htm#kinematic_topology_schema.kinematic_topology_tree_structure
690,实体定义框,known_source,已知源,plib_class_reference_mim,https://www.steptools.com/stds/smrl/data/modules/plib_class_reference/sys/5_mim.htm#plib_class_reference_mim.known_source
691,实体定义框,knurling_turning_operation,滚花车削操作,aim-knurling_turning_operation,https://stepmfg.github.io/ap238/data/clause5.htm#aim-knurling_turning_operation
692,实体定义框,language,语言,language_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/16_schema.htm#language_schema.language
693,实体定义框,leader_curve,指引线曲线,draughting_element_schema,https://www.steptools.com/stds/smrl/data/resource_docs/draughting/sys/5_schema.htm#draughting_element_schema.leader_curve
694,实体定义框,leader_directed_callout,指引线注记,draughting_element_schema,https://www.steptools.com/stds/smrl/data/resource_docs/draughting/sys/5_schema.htm#draughting_element_schema.leader_directed_callout
695,实体定义框,leader_directed_dimension,指引线尺寸,aic_draughting_elements,https://www.steptools.com/stds/smrl/data/resource_docs/draughting_elements/sys/4_schema.htm#aic_draughting_elements.leader_directed_dimension
